order_id,account_id,bank_to,account_to,amount,k_symbol
33148,2534,1,6917608,2190.00,3
33149,2534,6,32907408,1220.00,0
33150,2535,7,1460,4273.00,3
33151,2535,8,20700508,90.00,0
33152,2535,8,5892384,153.00,2
33153,2536,11,6038499,3136.00,3
33154,2537,10,70319515,13540.00,3
33155,2538,2,79103833,3689.00,3
33156,2539,6,2063680,1919.00,3
33157,2539,6,22129971,1904.00,3
33158,2541,4,5857146,1822.00,3
33159,2541,9,76871382,2238.00,0
33160,2541,3,47231644,1897.00,2
33161,2542,10,28103435,435.00,3
33162,2542,0,12512219,2637.00,0
33163,2542,12,40178102,308.00,2
33164,2543,3,60684478,2145.00,3
33165,2544,9,91578411,2920.00,3
33166,2544,3,94170903,556.00,0
33167,2544,2,9338546,33.00,2
33168,2544,12,63550382,5.00,0
33169,2545,0,584811,2637.00,3
33170,2545,9,28254646,671.00,0
33171,2545,3,74550294,713.00,2
33172,2545,9,49701792,8933.00,4
33173,2546,9,27307683,4896.50,1
33174,2546,12,65769809,2985.00,3
33175,2546,5,17094719,1152.00,0
33176,2546,6,91997658,480.00,2
33177,2547,5,21153784,5492.00,3
33178,2549,12,75947034,2085.00,3
33179,2550,0,94691901,6828.00,3
33180,2550,6,80567723,403.00,0
33181,2550,3,78013139,67.00,2
33182,2550,9,71683752,49.00,0
33183,2551,0,68646061,2390.00,1
33184,2551,11,58459019,11601.00,3
33185,2551,11,38843870,2818.00,0
33186,2552,3,17411059,7035.00,3
33187,2553,12,41427993,9687.00,3
33188,2554,1,41483783,7607.00,3
33189,2555,8,57132226,5464.00,3
33190,2555,0,73481118,2261.00,0
33191,2556,11,2889705,2006.00,3
33192,2557,12,31457412,2806.00,3
33193,2558,1,46043479,1982.00,3
33194,2559,0,54144173,5123.00,3
33195,2560,1,63472384,1146.00,3
33196,2560,4,44398903,4445.00,0
33197,2561,1,62003558,7764.00,3
33198,2562,2,27375477,2235.00,3
33199,2563,12,67025834,2984.00,3
33200,2564,3,96319454,8086.00,3
33201,2567,7,14598107,2574.00,3
33202,2568,5,34637659,5228.00,3
33203,2568,6,1379150,1086.00,0
33204,2568,7,99602746,306.00,2
33205,2569,7,55144518,463.00,3
33206,2569,4,14173150,1871.00,3
33207,2570,5,48350596,2051.00,3
33208,2572,9,86283236,7500.00,4
33209,2574,9,61405271,9546.00,3
33210,2575,9,15963220,407.00,3
33211,2575,10,83146077,2171.00,3
33212,2576,4,24689656,8106.00,3
33213,2577,8,745589,3347.00,3
33214,2578,2,27696168,2846.00,3
33215,2579,7,96343248,2688.00,3
33216,2580,0,96968262,5016.00,3
33217,2580,5,10807258,1489.00,4
33218,2581,7,81132262,4769.00,3
33219,2582,2,97059088,1381.00,3
33220,2582,9,12887466,1748.00,0
33221,2583,12,60918307,415.00,1
33222,2584,7,90582960,994.00,3
33223,2584,9,98448490,582.00,3
33224,2588,6,69929891,6509.00,3
33225,2589,12,35212731,2236.00,3
33226,2589,0,55523544,1458.00,3
33227,2590,12,34911799,1300.00,3
33228,2590,5,50073719,660.00,0
33229,2590,6,76566916,60.00,2
33230,2591,7,4184359,3301.00,3
33231,2592,5,8464664,5129.00,3
33232,2593,6,41153532,7300.00,3
33233,2594,3,34011191,1189.00,1
33234,2594,1,21398240,10912.00,3
33235,2594,7,75519376,506.00,0
33236,2595,9,2264398,3481.00,3
33237,2596,2,34919470,2285.00,3
33238,2597,12,16589868,1398.00,3
33239,2597,6,7596224,1957.00,0
33241,2600,0,15214342,4379.00,3
33242,2602,8,62890523,1332.00,3
33243,2602,11,59156989,4073.00,0
33244,2603,9,30168819,3210.00,3
33245,2604,7,53184521,3965.00,3
33246,2605,11,47577834,4245.00,3
33247,2606,0,91720389,31.00,3
33248,2606,3,97712260,2443.00,3
33249,2607,4,86115359,1433.00,3
33250,2607,3,82425427,755.00,0
33251,2607,2,72089344,882.00,2
33252,2607,10,50356459,1570.00,1
33253,2608,7,78614222,4788.00,3
33254,2609,11,66515242,4881.90,1
33255,2610,8,8855772,1842.00,3
33256,2612,11,2631092,2259.50,1
33257,2613,9,6268191,941.00,3
33258,2613,3,49477297,2154.00,3
33259,2614,10,83787446,2152.00,3
33260,2616,4,7358169,8188.00,3
33261,2617,8,48354953,166.00,3
33262,2617,7,4205275,1867.00,0
33263,2618,11,72358518,3223.00,3
33264,2619,0,54822903,5454.00,3
33265,2620,12,32839107,3855.00,3
33266,2621,0,59638219,2819.00,3
33267,2622,12,32006168,7067.00,3
33268,2622,2,66704517,5681.00,4
33269,2623,2,52708911,2891.00,3
33270,2624,0,69800835,10744.00,3
33271,2625,1,57670444,1922.00,1
33272,2625,7,68053567,4978.00,3
33275,2627,5,30658924,1579.00,3
33276,2627,12,29709238,561.00,3
33277,2628,3,64364433,3090.00,1
33278,2631,1,16949427,2125.00,3
33279,2632,2,40250009,2042.00,3
33280,2632,4,73459928,41.00,0
33281,2632,4,36942219,2300.00,2
33282,2636,5,24701452,3254.00,3
33283,2637,4,16977686,5194.00,3
33284,2638,4,93051498,1018.00,3
33285,2638,0,13954824,728.00,0
33286,2638,10,68702125,4538.00,2
33287,2639,6,93859052,8633.00,3
33288,2640,9,20136499,8872.00,3
33289,2641,11,13973546,5126.00,3
33290,2642,4,2104819,792.00,3
33291,2642,4,37776649,571.00,0
33292,2642,2,64703529,2536.00,2
33295,2644,1,72787970,2563.00,3
33296,2644,4,61139798,124.00,3
33297,2645,4,14088654,389.00,3
33298,2645,7,46016168,631.00,0
33299,2645,11,18570590,5457.00,2
33300,2645,9,91531282,1010.00,0
33301,2645,7,4627538,725.00,1
33302,2646,2,53211688,3005.80,1
33303,2646,6,34138214,6232.00,3
33304,2646,7,72267347,528.00,0
33305,2646,8,99920969,300.00,2
33306,2647,12,4161513,5303.00,3
33307,2649,3,28252244,5799.00,3
33308,2649,8,38579416,320.00,0
33309,2649,9,86506151,177.00,2
33310,2649,0,33442980,655.00,0
33311,2650,0,6979340,4563.00,3
33312,2651,12,2372819,3592.90,1
33313,2651,4,13021684,10862.00,3
33314,2652,1,2992314,1735.00,3
33315,2652,8,98601030,6351.00,0
33316,2653,12,49173659,6280.00,3
33317,2653,1,82124638,2310.00,0
33318,2654,6,88949298,3861.00,3
33319,2655,11,94447552,2216.00,1
33320,2655,8,637197,2900.00,3
33321,2655,11,4603857,89.00,0
33322,2655,5,9168452,1339.00,2
33323,2656,7,41066408,409.00,3
33324,2656,7,42664700,1718.00,3
33325,2657,8,74292081,2174.00,3
33326,2658,11,70099252,486.00,3
33327,2658,6,3748625,1367.00,0
33328,2658,1,91022419,417.00,2
33331,2661,3,84294449,4764.00,3
33332,2662,7,1110756,3625.00,3
33333,2663,5,81498741,3877.00,3
33334,2664,10,60040694,3453.00,3
33335,2664,8,12188804,475.00,0
33336,2666,10,53003144,647.00,3
33337,2666,2,41393333,1287.00,0
33338,2667,9,2693307,2180.00,3
33339,2668,12,53599059,9884.00,3
33344,2670,0,38848883,3978.00,3
33345,2670,1,70427286,4754.00,0
33346,2671,8,40581232,1984.00,3
33347,2672,7,87283455,2111.00,3
33348,2672,4,41447466,211.00,0
33349,2673,8,44548678,1759.00,3
33350,2673,6,7310396,4111.00,0
33351,2676,7,32712727,1510.00,3
33352,2676,4,56445985,1339.00,0
33353,2676,9,71575033,2348.00,2
33354,2677,8,72427195,3926.00,3
33355,2677,5,17019027,641.00,0
33356,2677,12,61867588,1599.00,2
33357,2677,12,80062365,158.00,0
33358,2678,2,97883551,3793.00,1
33359,2679,0,25353056,3842.00,3
33360,2681,9,19728160,4662.00,3
33361,2681,4,27633780,1560.00,1
33370,2685,1,35602325,2576.00,3
33371,2686,7,79690658,1996.00,3
33372,2687,2,74690037,3830.00,3
33373,2688,12,18395823,2802.00,3
33374,2689,12,50778090,2727.00,3
33375,2689,10,36906784,2121.00,0
33376,2690,12,55287820,2017.00,3
33377,2691,7,20484054,1370.00,4
33378,2692,3,59398072,3386.00,3
33379,2693,4,79708873,5852.00,3
33380,2694,9,95437645,3532.00,3
33381,2694,3,45261365,7636.00,4
33382,2695,9,45832115,3923.00,3
33383,2696,7,90366512,3115.00,3
33384,2697,3,87258666,378.00,3
33385,2697,3,34090870,3142.00,0
33386,2697,2,3080630,629.00,2
33387,2699,0,41725951,4816.00,4
33388,2699,4,10817695,3743.00,3
33389,2699,1,32435608,662.00,0
33390,2700,3,2221990,5221.00,3
33391,2700,12,95353859,6129.00,0
33392,2700,8,52413690,1123.00,2
33393,2700,7,33791315,2323.00,0
33394,2701,6,46385306,489.00,3
33395,2701,6,24402356,5761.00,0
33396,2702,11,31848305,3537.00,3
33397,2702,11,90875982,29.00,0
33398,2703,0,7336545,2082.00,3
33401,2705,12,50098043,2608.20,4
33402,2705,3,33252960,10723.00,3
33403,2707,8,17847508,3032.00,3
33404,2707,3,63447183,2546.00,0
33405,2709,1,63955408,1969.00,3
33406,2709,10,79388266,39.00,0
33407,2709,5,95859038,16.00,2
33408,2711,6,40865373,7300.00,3
33409,2711,9,19293779,871.00,1
33410,2712,2,14783954,2976.00,3
33411,2713,10,34315210,3387.00,3
33412,2715,11,67997187,1707.00,3
33413,2715,1,56625884,216.00,0
33414,2715,5,7159662,296.00,2
33415,2716,8,36398339,989.00,3
33416,2716,10,78199630,7456.00,0
33417,2717,6,72128897,2271.00,3
33418,2719,0,84430861,2889.00,3
33419,2720,9,27251911,2608.20,4
33420,2720,12,96241729,6206.00,3
33421,2720,0,33301061,4719.00,0
33422,2721,8,69068598,1544.00,3
33423,2721,8,48024463,2200.00,0
33424,2721,6,20500302,179.00,2
33425,2721,9,69458347,73.00,0
33426,2722,5,4174536,1671.00,3
33427,2723,5,3428757,5546.00,3
33428,2724,9,4672384,6399.00,3
33429,2725,1,59237199,3197.00,3
33430,2725,11,80807143,66.00,0
33431,2725,4,64775931,461.00,2
33432,2725,11,31665891,1934.00,4
33433,2726,2,2342153,5297.00,3
33434,2728,7,99268948,2607.00,4
33435,2728,2,96346175,11222.00,3
33436,2729,0,18292260,8733.00,3
33437,2730,12,36823308,2284.00,3
33438,2731,1,94928621,5044.00,3
33439,2732,9,11633754,1564.90,1
33440,2733,8,12963968,780.00,3
33441,2733,2,39144194,1545.00,0
33442,2734,12,90248888,883.00,3
33443,2734,10,86357444,3310.00,0
33444,2734,10,25696611,1293.00,2
33447,2736,9,28956604,4604.00,3
33448,2737,11,2289492,4456.00,3
33449,2738,1,1114500,7762.00,3
33450,2738,12,48380392,1152.00,0
33451,2739,11,92235922,414.00,3
33452,2739,0,56375890,4173.00,0
33453,2742,5,76674633,128.00,3
33454,2742,9,59019696,4878.00,0
33455,2743,9,1417857,3330.00,3
33456,2743,3,18241173,2811.00,0
33457,2743,8,20341313,1870.00,2
33458,2744,9,49756062,14384.00,3
33459,2745,0,76602530,1076.00,3
33460,2745,10,59444808,3461.00,0
33461,2745,5,40470147,1465.00,2
33462,2745,3,33104568,3525.00,0
33463,2746,8,11944139,2404.00,3
33464,2747,4,7507563,3826.00,3
33466,2749,8,23250580,14520.00,3
33467,2750,10,35031116,1750.00,3
33468,2750,12,25649327,2229.00,0
33469,2751,6,89055364,826.00,3
33470,2751,11,57857632,2957.00,0
33471,2753,3,41750717,2768.00,4
33472,2753,6,97449540,6869.00,3
33473,2754,11,6736475,6985.30,4
33474,2754,6,10118246,2882.00,3
33475,2754,8,77635740,226.00,0
33476,2755,6,81284296,504.00,3
33477,2755,0,13263649,3263.00,3
33478,2756,12,94753807,8702.00,3
33479,2757,8,31494546,2077.00,3
33480,2758,8,46158099,4692.00,3
33481,2759,6,6377709,12692.00,3
33482,2760,7,87346362,5369.00,3
33483,2760,4,9268027,4476.00,0
33484,2761,4,99762063,6238.00,3
33485,2762,2,73534762,4641.00,4
33486,2762,10,85078340,6892.00,3
33487,2762,1,75502043,733.00,0
33488,2763,6,62060552,4191.20,1
33489,2763,0,90810441,9480.00,3
33490,2764,9,22728401,1024.00,3
33491,2764,9,93326770,2382.00,0
33492,2765,1,33376592,5254.00,3
33493,2766,8,91327929,3498.00,3
33494,2767,10,37215685,4664.00,3
33495,2767,7,32782268,1333.00,0
33496,2767,3,97537642,1275.00,2
33497,2768,6,62968182,2155.00,3
33501,2770,12,10137910,494.00,3
33502,2770,7,52641576,1582.00,0
33503,2770,3,41737938,494.00,2
33504,2771,4,67174297,7288.00,3
33505,2771,4,73423743,1479.00,1
33506,2772,9,65062320,7594.00,3
33507,2773,11,54261672,3354.00,3
33508,2773,10,95782577,154.00,0
33509,2773,11,5557954,36.00,2
33510,2773,4,16981333,59.00,0
33511,2774,11,60773050,3628.00,3
33512,2775,2,66799968,3455.50,1
33513,2775,0,56198441,8691.00,3
33514,2776,8,40267509,1647.00,3
33515,2778,7,72472995,192.00,3
33516,2778,12,18643141,5821.00,0
33517,2779,10,95626550,8262.00,3
33518,2779,8,69750815,34.00,0
33519,2779,12,93445163,10.00,2
33520,2779,9,87464,5.00,0
33521,2782,4,16703307,2602.80,1
33522,2784,6,51967656,3307.00,3
33526,2787,8,19312352,8356.00,3
33527,2788,7,74001586,3803.00,3
33528,2789,11,94019633,2965.00,3
33529,2789,12,53360038,229.00,0
33530,2789,11,51038181,762.00,2
33531,2790,11,30340635,8862.00,3
33532,2791,3,13939756,3215.00,3
33533,2792,8,24712276,2327.00,3
33534,2793,2,41871547,2301.00,3
33535,2795,0,62608569,1722.00,3
33536,2795,2,22198647,6366.00,0
33537,2795,11,57666754,1869.00,2
33538,2796,9,33603441,3381.00,3
33539,2796,6,37211978,5291.00,0
33540,2798,11,61733460,6094.00,3
33541,2799,3,12735343,1043.00,3
33542,2799,11,8040637,4870.00,0
33543,2799,1,2489036,2493.00,2
33544,2800,7,95347153,8740.00,3
33545,2801,7,87508368,3524.00,3
33546,2802,9,44960343,2412.00,3
33547,2803,5,18263268,1904.00,1
33548,2805,4,21232450,2017.00,3
33549,2806,6,74175697,5068.00,3
33550,2809,7,88213985,1764.00,3
33551,2809,9,59529948,6339.00,0
33552,2810,9,38680678,392.00,3
33553,2810,11,72857814,5828.00,0
33554,2810,11,18647271,977.00,2
33555,2810,4,18043649,411.00,0
33556,2811,2,28944403,1980.90,1
33557,2811,11,92551469,14584.00,3
33558,2812,6,76939731,8211.00,3
33559,2813,7,75464439,798.00,3
33560,2813,3,57591462,4789.00,0
33561,2813,0,7243586,227.00,2
33562,2813,7,607473,957.00,0
33563,2814,8,14418357,2627.00,3
33567,2816,4,98916184,3933.00,3
33568,2816,5,33418482,644.00,0
33569,2818,5,61242389,1194.00,1
33570,2818,7,17903107,8947.00,3
33571,2819,0,7996678,8713.00,3
33572,2819,7,41235882,748.00,0
33573,2820,11,69806456,1645.00,3
33574,2820,5,91463666,1322.00,3
33575,2821,2,85205876,3933.00,3
33576,2821,12,58186644,2122.00,0
33580,2823,3,22294932,2210.00,3
33581,2824,2,94259202,7289.00,3
33582,2824,12,96265625,841.00,4
33583,2825,7,31306642,5284.00,3
33584,2826,2,23213660,5240.00,3
33585,2827,10,61289268,1756.00,1
33591,2830,0,33658105,6981.00,3
33592,2830,1,94782387,2150.00,0
33593,2831,6,83744406,3586.00,3
33594,2831,4,53561782,793.00,0
33595,2831,4,29570031,363.00,2
33596,2831,3,48501449,414.00,0
33597,2832,11,70201998,2122.00,3
33598,2833,1,87006002,2970.00,3
33599,2834,7,24967217,2515.00,3
33600,2834,3,82648515,1907.00,0
33601,2834,6,78759455,431.00,2
33602,2834,11,58814722,2726.00,0
33603,2836,1,56261038,9472.00,3
33604,2838,5,44696366,2802.00,1
33605,2838,12,46153497,1948.00,3
33606,2838,4,42194247,1370.00,0
33607,2839,1,85834467,3157.00,3
33608,2839,5,46831309,4885.00,0
33609,2839,6,26345074,369.00,2
33610,2839,1,79972260,166.00,0
33611,2840,8,79565185,3557.00,1
33612,2840,2,9861410,11282.00,3
33613,2841,0,5304688,3536.00,3
33614,2842,6,19413084,358.00,3
33615,2842,10,64184588,930.00,0
33616,2842,0,97435020,862.00,2
33617,2843,5,70247077,7746.00,3
33618,2845,2,94221847,6559.00,3
33619,2846,3,17155772,2457.00,3
33620,2847,8,9167498,5185.00,3
33625,2849,10,46355319,2704.00,3
33626,2850,8,60242688,2038.00,3
33627,2853,10,25895470,2472.00,3
33628,2854,10,42156320,4186.00,3
33629,2855,9,19678038,1589.00,3
33630,2856,12,3529602,6599.00,3
33631,2857,11,60526561,6317.00,3
33632,2858,10,57180392,5333.00,3
33633,2858,12,67071980,786.00,0
33634,2858,12,6062734,500.00,1
33635,2861,3,70139986,2613.00,3
33636,2862,0,80541097,1371.00,3
33637,2862,1,24443286,5728.00,0
33638,2863,12,43436944,945.00,3
33639,2863,8,88193910,5223.00,0
33640,2864,3,51518619,890.00,3
33641,2864,5,14610875,413.00,0
33642,2864,11,47772210,6308.00,2
33643,2865,8,75203019,3482.00,3
33644,2865,7,5581480,8.00,0
33645,2865,9,96803217,2.00,2
33646,2865,7,25167072,1.00,0
33647,2866,2,53555941,5711.00,3
33648,2867,2,91818844,7523.00,3
33649,2868,4,78688722,3306.00,3
33650,2869,10,37169212,2562.00,3
33651,2870,11,9366387,5851.00,3
33652,2871,9,62647694,3829.00,3
33653,2872,1,99307715,4040.00,3
33654,2872,9,89302223,4059.00,0
33655,2872,2,76374816,4472.00,4
33656,2873,11,11313259,3615.00,3
33657,2873,2,63152539,2925.00,0
33658,2873,2,4028761,761.00,2
33659,2873,7,80315440,693.00,0
33660,2874,2,91025083,2066.00,3
33661,2876,4,30939269,5231.00,3
33662,2877,7,94405835,5305.00,3
33663,2878,4,92538761,3192.00,3
33664,2879,11,51897668,7193.00,3
33665,2880,0,74414473,7501.00,3
33666,2881,12,90429490,4639.00,3
33667,2882,6,48702168,4441.00,1
33668,2882,11,76007932,8002.00,3
33669,2883,4,75625574,2497.00,3
33670,2884,10,41624492,3854.00,3
33671,2885,4,81014710,7905.00,3
33672,2886,9,55240148,3472.00,3
33673,2887,5,73852997,5645.00,3
33674,2888,1,40461963,305.00,3
33675,2888,6,60675382,2087.00,3
33676,2889,10,95314317,3292.00,1
33677,2889,7,81463575,5038.00,3
33678,2890,0,53374159,2661.00,3
33679,2890,9,74552196,2992.00,0
33680,2891,8,1952332,4614.00,3
33681,2891,9,74825072,4928.00,0
33682,2891,0,25900477,1756.00,1
33683,2893,8,48678463,1503.00,3
33684,2893,3,98864054,751.00,0
33685,2894,1,24206251,3735.80,1
33686,2895,1,10887700,5598.00,3
33687,2896,7,14075744,1852.00,3
33688,2896,11,62635773,295.00,0
33689,2897,10,27572107,5751.00,3
33690,2898,1,96764617,6655.00,3
33691,2899,3,887281,7503.00,3
33692,2901,6,42160421,4936.00,3
33693,2902,8,5844581,825.00,3
33694,2902,9,44056862,5465.00,0
33695,2903,0,77294861,7826.00,3
33696,2906,4,29248845,2454.00,3
33697,2906,8,22673285,6863.00,0
33698,2906,2,13827365,341.00,2
33699,2907,5,17701733,3983.00,3
33700,2908,12,40506255,3207.00,3
33701,2909,5,14482391,7036.00,3
33702,2910,10,32031208,7291.30,4
33703,2910,10,77491187,6778.00,3
33704,2910,7,4570603,7656.00,0
33705,2911,12,52539229,617.00,3
33706,2911,1,6411171,4389.00,0
33707,2911,10,28014308,2572.00,2
33708,2911,5,26874399,1051.00,1
33709,2912,3,80799913,6336.00,4
33710,2913,7,76905709,499.00,3
33711,2913,3,18112695,2481.00,3
33712,2914,11,71556800,1822.00,3
33713,2914,12,60860872,3367.00,0
33714,2916,12,28176665,2096.00,3
33715,2916,12,12730980,635.00,0
33716,2916,12,94931244,3630.00,2
33717,2916,11,87459617,2.00,0
33718,2917,5,62685650,6157.00,3
33719,2918,8,30644363,7997.20,4
33720,2918,0,49901193,10487.00,3
33721,2919,9,15447330,7331.00,3
33722,2920,2,16727841,5493.00,3
33723,2921,12,71265828,6797.00,3
33724,2923,3,9396666,2786.00,3
33725,2925,8,35286706,4297.00,3
33726,2926,11,66115546,1348.00,3
33727,2926,11,11561584,1093.00,0
33728,2926,3,88491463,868.00,2
33729,2926,10,98638396,699.00,0
33730,2927,12,20619231,2025.00,1
33731,2928,10,24262804,3566.00,3
33732,2929,5,11338740,3658.30,1
33733,2929,9,1906198,226.00,3
33734,2929,8,86361235,11789.00,0
33735,2930,10,40203636,12032.00,3
33736,2931,8,47281336,2884.00,3
33737,2932,4,13324618,3658.30,1
33738,2932,8,17844856,4920.00,3
33739,2932,5,90025215,26.00,0
33740,2932,10,90010833,4.00,2
33741,2932,8,33505654,7.00,0
33742,2933,12,92012846,4542.00,4
33743,2933,6,29096329,5907.00,3
33744,2935,10,54752987,2100.00,3
33745,2936,3,70934575,4247.00,3
33746,2936,7,93174194,8400.00,4
33747,2937,4,18161338,3230.00,3
33748,2938,9,98826944,3658.30,1
33749,2938,6,35517573,1996.00,3
33750,2938,0,20103186,2288.00,0
33751,2938,5,39321178,6758.00,2
33752,2939,3,76236229,2882.00,3
33753,2940,9,12957185,7156.00,3
33756,2942,8,93897425,2451.00,3
33757,2942,10,81376140,1072.00,0
33760,2944,8,674886,2984.00,3
33761,2944,6,7655978,615.00,0
33762,2945,0,32185286,1854.00,3
33763,2946,11,52027302,2672.00,3
33764,2947,8,70519995,2228.00,3
33767,2949,10,79491674,783.00,3
33768,2949,8,82074588,1268.00,3
33769,2950,8,59668195,8653.00,3
33770,2951,12,2752936,743.00,3
33771,2951,8,88711630,1810.00,0
33772,2951,8,71099632,462.00,2
33773,2952,12,60263645,1629.00,3
33774,2952,8,47959893,750.00,3
33775,2953,6,9888029,580.00,3
33776,2953,10,53719216,2848.00,0
33777,2953,5,50650024,1515.00,1
33778,2954,11,47941517,8306.00,3
33779,2955,8,2700269,3386.00,3
33780,2956,6,21069139,9042.00,3
33781,2957,10,65183514,4640.00,3
33782,2958,2,63280850,3261.00,3
33783,2960,11,53651827,8884.00,3
33784,2961,0,60457706,606.00,3
33785,2961,0,11433631,1055.00,3
33786,2962,12,75064962,2604.50,4
33787,2963,4,31752610,5101.00,3
33788,2964,8,96140092,2306.00,3
33789,2965,6,62399500,2648.00,3
33790,2966,2,86442154,4560.00,3
33791,2967,8,98696469,2666.00,3
33792,2967,12,72003149,1042.00,0
33793,2967,5,50707632,4489.00,2
33794,2968,0,52683812,1394.00,3
33795,2968,12,56916338,2284.00,0
33796,2971,4,96314990,3554.80,1
33797,2972,8,68329626,3554.80,1
33798,2973,4,8758783,4373.00,3
33799,2973,1,26884633,212.00,0
33800,2974,6,42395120,1546.00,3
33807,2976,4,31364357,8473.00,3
33808,2977,10,10316992,1727.00,1
33809,2977,4,47011393,3055.00,3
33810,2978,6,20491338,3212.00,3
33811,2979,8,8953369,3494.00,3
33812,2980,3,92280965,3316.00,3
33813,2981,1,49108111,2022.00,3
33814,2982,0,34302795,3438.00,4
33815,2982,5,40149122,8143.00,3
33816,2982,2,48207306,164.00,0
33817,2982,7,37620991,226.00,2
33818,2982,9,51036828,23.00,0
33823,2985,12,80860942,2113.00,3
33824,2986,6,61638289,3301.00,3
33825,2986,1,64366233,1390.00,0
33826,2986,11,94623159,1033.00,4
33827,2987,8,71831965,5569.00,3
33828,2988,4,47759002,7384.00,4
33829,2989,8,70749723,3395.00,3
33830,2990,5,10709649,22.00,3
33831,2990,3,22984445,2704.00,0
33832,2991,2,62427842,9220.00,3
33833,2991,1,47281420,121.00,0
33834,2991,6,70128237,7.00,2
33835,2991,4,62011402,107.00,0
33836,2992,7,59211057,5396.00,3
33837,2994,11,20186478,3217.00,3
33838,2994,11,65474504,1354.00,4
33840,2996,9,55056405,7282.00,3
33841,2996,11,21435213,15.00,0
33842,2996,6,47044444,99.00,2
33843,2996,2,27229410,402.00,0
33844,2997,6,27474618,1978.00,3
33845,2998,7,27213704,3170.00,3
33846,2998,6,53139364,28.00,0
33847,2998,2,11165088,3.00,2
33848,2999,5,27672302,2806.00,3
33851,3004,12,61573129,1522.00,3
33852,3004,3,60290586,1572.00,3
33853,3005,1,95518534,8125.30,4
33854,3005,4,33958757,6883.00,3
33855,3005,0,44410479,7696.00,0
33856,3006,12,98815863,3783.00,3
33857,3007,1,27930361,983.00,3
33858,3007,5,5890685,1405.00,0
33859,3007,10,2805859,5596.00,2
33860,3007,9,61215889,997.00,0
33861,3008,8,79819476,2120.00,3
33862,3009,7,71009987,2739.00,3
33863,3011,3,88863443,2042.00,3
33864,3011,11,47335153,138.00,0
33865,3012,12,76434039,2601.00,3
33866,3013,12,42602026,3064.00,3
33867,3014,7,52151411,4187.00,1
33868,3015,11,49125337,18.00,3
33869,3015,11,854856,2130.00,0
33870,3016,0,78590231,8517.00,3
33871,3017,8,89721834,3019.00,3
33872,3017,0,12489307,879.00,0
33873,3017,3,57924091,1173.00,2
33874,3017,6,8393472,1877.00,0
33875,3021,0,86677175,3241.80,4
33876,3022,3,24765986,3170.00,3
33877,3023,7,15459257,2213.00,3
33878,3024,7,72384530,611.00,3
33879,3024,2,13622033,1650.00,3
33880,3025,2,14488661,3354.00,3
33881,3026,7,60199838,8024.00,3
33882,3027,6,37909793,2631.00,3
33883,3028,9,81761723,2200.00,3
33884,3029,9,89893799,1514.00,3
33885,3030,3,12182104,293.00,3
33886,3030,0,24432987,1795.00,0
33887,3031,5,53394967,2789.00,3
33888,3032,7,14357602,2858.00,3
33889,3033,12,42934656,605.00,3
33890,3033,7,9593081,192.00,0
33891,3033,10,11267763,1137.00,2
33895,3035,5,58785599,7524.00,3
33896,3035,7,22791952,4919.00,0
33897,3037,5,19517636,7718.70,4
33899,3039,12,29247951,5035.00,3
33900,3039,12,32417327,1233.00,0
33901,3040,9,27743059,2202.00,3
33902,3041,5,96395837,130.00,3
33903,3041,2,49177348,1827.00,0
33904,3041,6,11865109,743.00,2
33905,3042,10,51078170,2884.00,3
33906,3042,11,17494821,3459.00,0
33907,3043,8,90735184,2768.00,3
33908,3044,6,65354591,2756.00,3
33909,3045,11,59194171,2366.00,3
33910,3046,4,27034569,1889.00,3
33911,3046,6,23135692,613.00,0
33912,3047,4,75409131,2316.00,3
33913,3048,10,57049596,4631.20,1
33914,3049,7,65114086,1961.00,3
33915,3050,0,71189987,6907.50,4
33916,3050,0,72762232,9716.00,3
33917,3050,0,62503671,119.00,0
33918,3050,1,93120836,41.00,2
33919,3051,11,89318686,4104.00,3
33920,3051,3,55203390,184.00,0
33921,3051,11,73282408,623.00,2
33922,3052,6,81194168,4144.50,1
33923,3052,6,40350818,6175.00,3
33924,3053,7,23890793,3790.00,3
33925,3053,5,38718313,3675.00,0
33928,3055,5,99765395,1279.00,3
33929,3055,11,24442416,1140.00,3
33930,3056,0,36077541,868.00,3
33931,3056,9,67921972,2033.00,3
33932,3057,11,53154373,4646.00,3
33933,3059,0,37264526,1433.00,3
33934,3059,4,42451202,1758.00,0
33935,3059,8,52040380,529.00,2
33936,3060,4,55676627,3960.00,3
33937,3061,11,62345623,1978.00,3
33938,3062,0,21810698,2638.00,3
33939,3063,12,83163529,2330.00,3
33940,3064,4,63995122,1455.00,3
33941,3064,2,30132371,4714.00,0
33942,3064,9,35513132,1285.00,4
33945,3066,1,50533449,3241.00,3
33946,3067,2,14703780,2604.00,3
33947,3067,0,61285483,1330.00,0
33948,3068,12,6201172,3878.00,3
33949,3069,9,27829212,6704.00,3
33950,3070,10,28481227,3374.00,3
33951,3071,6,64606320,5122.00,3
33952,3071,9,5976218,4268.00,0
33953,3072,11,249654,5268.00,3
33958,3075,5,50335317,1523.00,3
33959,3076,11,67460548,2715.00,3
33960,3077,7,91859578,3698.00,3
33961,3078,5,30277490,2232.00,3
33962,3079,4,45304375,234.00,3
33963,3079,11,63926827,2065.00,0
33964,3080,10,4152691,3359.00,3
33967,3082,7,12562770,7496.00,3
33968,3084,6,37864983,7042.00,4
33970,3085,7,55201452,5723.00,3
